Fitting 3 folds for each of 192 candidates, totalling 576 fits
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  16.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   8.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.3s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   8.1s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  11.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   4.9s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   4.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.4s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  13.6s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  29.9s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  10.6s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   9.9s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   4.1s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  11.4s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.9s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  16.6s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  27.7s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.7s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.6s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  19.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  16.7s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.3s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   6.9s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   8.5s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.3s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   6.7s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   5.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  12.1s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.0s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  47.8s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.0s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.4s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.3s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  21.8s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  13.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   7.0s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  25.2s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.5s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  18.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  24.6s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  13.0s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  29.2s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  19.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.4s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   4.9s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.6s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  10.5s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.3s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   9.2s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  40.2s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  10.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  15.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.2s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   7.1s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.6s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  13.7s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   6.8s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  13.2s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  34.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.1s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  17.8s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   4.3s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  10.9s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.6s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.4s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   8.5s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  25.4s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  11.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  26.0s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   7.5s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  27.2s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  23.7s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   7.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  30.7s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   7.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  19.1s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.9s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  21.0s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  19.0s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   9.8s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  39.0s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  10.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  17.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  11.0s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.9s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.7s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  11.0s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.5s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   6.6s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  11.5s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  29.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  13.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  23.2s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  22.5s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.7s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  15.1s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  46.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.9s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  23.8s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.9s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  14.0s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  14.7s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.1s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.2s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   8.4s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.5s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  22.7s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   5.9s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  20.8s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  20.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  16.3s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  30.8s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.3s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   9.9s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   7.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  10.8s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  16.6s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.8s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  15.6s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  14.0s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   7.8s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   7.8s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  28.2s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.5s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  21.8s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  24.9s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.4s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  40.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  22.3s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  12.7s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.6s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  12.0s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  20.6s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.3s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  29.1s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   8.7s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  19.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  10.9s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   9.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  22.7s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.3s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  26.3s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  43.9s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.2s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   8.5s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.5s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  15.4s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.3s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  19.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.4s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  27.4s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.0s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  28.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.9s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   7.6s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  12.8s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  19.8s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.2s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  28.9s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   8.5s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  15.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  10.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.3s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.5s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  21.5s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  19.5s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.8s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  25.9s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.2s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  18.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  10.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   7.7s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  14.1s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   8.0s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   8.2s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  19.7s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.1s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  29.7s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   9.4s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  15.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.8s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   6.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  13.8s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  19.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.1s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  15.1s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  49.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   4.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   8.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.4s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   8.4s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  11.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  16.7s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   6.9s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  12.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  29.0s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  22.7s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   7.3s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  28.4s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  26.3s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.0s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  40.4s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  23.7s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   7.8s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.5s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.0s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  17.0s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  10.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  40.2s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  11.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  27.2s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  23.5s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  20.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   3.2s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  20.8s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  45.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   4.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  10.4s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.8s
